date,time,level,direction
2026-06-02,09:15:00,285,down
2026-06-02,09:21:00,282,down
2026-06-02,12:11:00,279,down
2026-06-02,14:02:00,282,up
2026-06-03,12:29:00,285,up
2026-06-04,13:02:00,282,down
2026-06-04,15:16:00,285,up
2026-06-08,09:32:00,288,up
2026-06-08,11:41:00,291,up
2026-06-09,09:59:00,288,down
2026-06-09,13:27:00,285,down
2026-06-10,10:00:00,288,up
2026-06-10,13:45:24,288,down
