date,time,level,direction
2026-06-01,09:16:00,1837,up
2026-06-01,10:00:00,1819,down
2026-06-02,09:15:00,1801,down
2026-06-03,11:07:00,1783,down
2026-06-03,12:03:00,1765,down
2026-06-03,13:48:00,1783,up
2026-06-04,09:17:00,1765,down
2026-06-05,09:31:00,1783,up
2026-06-08,09:15:00,1765,down
2026-06-08,10:58:00,1783,up
2026-06-08,13:26:00,1765,down
2026-06-08,13:28:00,1765,up
2026-06-10,13:24:12,1747,down
2026-06-10,15:14:51,1729,down
