date,time,level,direction
2026-06-01,09:23:00,2020,down
2026-06-01,11:30:00,2000,down
2026-06-02,09:34:00,1980,down
2026-06-02,14:02:00,2000,up
2026-06-03,14:59:00,2020,up
2026-06-05,12:55:00,2000,down
2026-06-08,09:15:00,1980,down
2026-06-08,09:29:00,2000,up
2026-06-09,14:43:00,2020,up
2026-06-10,09:16:00,2040,up
2026-06-10,09:19:00,2060,up
2026-06-10,09:24:00,2080,up
2026-06-10,09:53:00,2100,up
2026-06-10,10:27:00,2080,down
2026-06-10,10:39:00,2080,up
2026-06-10,15:00:44,2060,down
