date,time,level,direction
2026-06-01,13:49:00,377,down
2026-06-02,12:57:00,381,up
2026-06-03,09:16:00,377,down
2026-06-03,13:47:00,381,up
2026-06-05,13:29:00,377,down
2026-06-09,09:27:00,381,up
2026-06-10,09:24:00,385,up
2026-06-10,10:58:00,389,up
2026-06-10,12:39:40,389,up
