date,time,level,direction
2026-06-01,09:16:00,515,up
2026-06-02,09:16:00,510,down
2026-06-02,09:37:00,515,up
2026-06-04,09:18:00,520,up
2026-06-04,09:43:00,525,up
2026-06-04,12:07:00,530,up
2026-06-08,09:15:00,520,down
2026-06-10,12:32:00,515,down
2026-06-10,12:47:46,515,up
